"","year","month","station","dchl","cchl","ddo","do","dspm","cspm","ext","sal","tem","no2","no32","nh","po4","dSi","chl_merge","spm_merge","do_merge","ext_calc_linear","ext_calc_log","ext_merge","light","GPP"
"4329",2007,"August","22",NA,9.73333333333333,NA,8.33333333333333,NA,5,0.45,31.3866666666667,18.7033333333333,NA,NA,NA,NA,NA,9.73333333333333,5,8.33333333333333,1.038,0.716110223624623,0.45,48,3916.17422222222
"4330",2007,"August","24",5.7,7.36666666666667,7.8,7.83333333333333,7.6,9.33333333333333,1.2,31.42,19.7366666666667,NA,22.08,4.36,3.83,56.67,6.13333333333333,8.86666666666667,7.83333333333333,1.18029333333333,1.01739213383532,1.2,48,925.397333333333
"4331",2007,"August","27",19,19.3666666666667,8.5,7.93333333333333,15.4,16.3333333333333,1.93,31.43,20.46,NA,17.4,0.63,5.34,72.04,19.8,15.8,8.13333333333333,1.43544,1.44973310309387,1.93,48,1857.46569948187
"4332",2007,"August","30",23.2,25.1666666666667,8.4,8.2,14.8,15,1.91,31.4666666666667,21.45,NA,11,0.38,6.2,81.4,24.5,14.9333333333333,8.26666666666667,1.40354666666667,1.40045563315907,1.91,48,2322.44607329843
"4333",2007,"August","32",18.9,16.5,7.4,7.7,16.2,15.3333333333333,1.93,31.3933333333333,21.84,NA,14.01,0.35,6.81,84.25,17.2333333333333,15.4,7.6,1.42072,1.42712318994706,1.93,48,1616.68310880829
"4334",2007,"August","34",12,15.2666666666667,NA,7.1,20.4,19,1.8,31.08,22.1266666666667,NA,NA,NA,NA,NA,14.5,19.8,7.1,1.58264,1.66481899735965,1.8,48,1458.50666666667
"4335",2007,"August","36",14.3,13.2333333333333,6.6,6.8,40.1,37.6666666666667,3.82,30.3533333333333,22.7133333333333,NA,40.43,2.71,10.71,122.34,13.4,37.7,6.73333333333333,2.24136,2.4706345421888,3.82,48,635.117905759162
"4336",2007,"September","3",2.5,2.9,8.2,8.2,69.5,59.6666666666667,3.94,4.65333333333333,20.5666666666667,NA,23.23,3.82,2.05,233.24,2.76666666666667,62.8333333333333,8.2,3.16626666666667,3.37910582164724,3.94,38,100.650490693739
"4337",2007,"September","6",2.9,2.86666666666667,8,7.93333333333333,38.4,36,2.25,10.74,20.7233333333333,NA,57.58,5.77,10.74,189.98,2.86666666666667,37.1333333333333,7.96666666666667,2.22050666666667,2.44780351565964,2.25,38,182.620681481481
"4338",2007,"September","9",2.3,2.73333333333333,7.2,7.1,53.3,55,3.15,20.1833333333333,20.4333333333333,NA,24.35,5.75,2.56,135.29,2.6,53.4333333333333,7.13333333333333,2.82034666666667,3.05956850324238,3.15,38,118.309079365079
"4339",2007,"September","13",4.3,4.23333333333333,6.8,6.7,36.5,31,1.84,28.0966666666667,19.5733333333333,NA,16.11,3.44,2.03,80,4.26666666666667,32.8333333333333,6.73333333333333,2.06226666666667,2.26992935643922,1.84,38,332.373333333333
"4340",2007,"September","15",5.6,4.76666666666667,7,6.8,12.6,13,0.98,28.3533333333333,19.53,NA,17.31,2.92,2.9,77.53,5.06666666666667,12.8666666666667,6.86666666666667,1.32749333333333,1.2782445507848,0.98,38,741.056870748299
"4341",2007,"September","21",7.4,6,7,7.01666666666667,14,12.3333333333333,0.99,31.4016666666667,17.6583333333333,NA,13.025,4.8,2.615,48.245,6.45,12.8333333333333,7.01666666666667,1.32626666666667,1.23651544663328,0.99,38,933.855757575757
"4342",2007,"September","22",NA,6.58333333333333,NA,6.93333333333333,NA,16,1.255,31.4683333333333,17.7966666666667,NA,NA,NA,NA,NA,6.58333333333333,16,6.93333333333333,1.4428,1.37801380187777,1.255,38,751.895351925631
"4343",2007,"September","24",5.45,5.83333333333333,6.85,6.85,28.75,25,1.74,31.665,19.68,NA,16.72,4.93,3.785,41.69,5.7,26.4166666666667,6.85,1.82613333333333,1.91981257274982,1.74,38,469.548965517241
"4344",2007,"September","27",7.85,8.03333333333333,6.7,6.61666666666667,19.55,20.8333333333333,1.605,31.8266666666667,20.1766666666667,NA,9.505,3.5,6.16,61.255,7.96666666666667,20.5166666666667,6.65,1.60901333333333,1.70135797952325,1.605,38,711.470488058151
"4345",2007,"September","30",8.9,9.43333333333333,6.85,6.73333333333333,18.05,20,1.58,31.79,20.2116666666667,NA,5,2.385,6.98,64.665,9.23333333333333,19.35,6.76666666666667,1.56608,1.63515480609601,1.58,38,837.63864978903
"4346",2007,"September","32",11.1,10.7333333333333,6.75,6.76666666666667,21.9,18.8333333333333,1.805,31.2383333333333,20.1683333333333,NA,8.83,2.075,7.86,73.305,10.8666666666667,19.8,6.76666666666667,1.58264,1.66094242659347,1.805,38,862.927719298245
"4347",2007,"September","34",NA,11.7166666666667,NA,6.35,NA,158,1.41,30.03,20.01,NA,NA,NA,NA,NA,11.7166666666667,158,6.35,6.6684,5.18968091738232,5.08305254000833,38,330.395981571062
"4348",2007,"September","36",12.3,12.1666666666667,6,6.28333333333333,82.5,69.5,2.01,28.9783333333333,19.6633333333333,NA,49.93,5.945,11.42,128.31,11.95,63.5833333333333,6.18333333333333,3.19386666666667,3.18534344799821,3.34426014333715,38,512.180609936277
"4349",2007,"October","3",2.2,1.9,8.9,8.83333333333333,13.1,14.6666666666667,1.53,6.32,16.7533333333333,NA,26.81,6.35,1.96,225.56,1.96666666666667,14.0333333333333,8.86666666666667,1.37042666666667,1.3480961145005,1.53,25,121.213507625272
"4350",2007,"October","6",1.7,1.8,8.4,8.16666666666667,19.7,22,1.89,14.0633333333333,16.69,NA,28.5,7.23,2.24,182.52,1.73333333333333,20.9,8.23333333333333,1.62312,1.72092100212678,1.89,25,86.4832451499118
"4351",2007,"October","9",2.5,2.83333333333333,NA,7.23333333333333,13.8,17.6666666666667,1.5,21.15,16.3,NA,25.35,5.53,2.2,125.81,2.73333333333333,16.2666666666667,7.23333333333333,1.45261333333333,1.47583322447653,1.5,25,171.835555555556
"4352",2007,"October","13",5,5.83333333333333,7.7,7.63333333333333,9.1,10,0.87,27.3366666666667,15.77,NA,20.71,3.41,1.99,77.55,5.53333333333333,9.7,7.66666666666667,1.21096,1.07498482718697,0.87,25,599.76245210728
"4353",2007,"October","15",5.4,5.23333333333333,7.8,7.63333333333333,8.6,9,0.96,28.22,15.7466666666667,NA,21.95,4.84,2.88,74.24,5.33333333333333,8.86666666666667,7.7,1.18029333333333,1.01739213383532,0.96,25,523.888888888889
"4354",2007,"October","18",NA,2.86666666666667,7.5,7.6,7.3,7.33333333333333,0.74,32.11,14.2,NA,14.8,2.64,1.11,35.14,2.86666666666667,7.43333333333333,7.56666666666667,1.12754666666667,0.913159860893773,0.74,25,365.306306306306
"4355",2007,"October","21",5.85,5.25,7.5,7.48333333333333,10,8.66666666666667,0.945,30.72,15.4066666666667,NA,20.08,5.53,2.415,50.555,5.45,9.16666666666667,7.48333333333333,1.19133333333333,1.02768004959475,0.945,25,543.846560846561
"4356",2007,"October","22",NA,4.6,NA,7.3,NA,11.6666666666667,1.035,31.0933333333333,15.315,NA,NA,NA,NA,NA,4.6,11.6666666666667,7.3,1.28333333333333,1.19416738388615,1.035,25,419.111111111111
"4357",2007,"October","24",6.35,5.66666666666667,7.25,7.25,16.2,20.5,1.74,31.345,16.5033333333333,NA,18.565,6.18,3.455,30.135,5.88333333333333,20.5333333333333,7.25,1.60962666666667,1.68950526389949,1.74,25,318.849616858237
"4358",2007,"October","27",5.85,5.41666666666667,7.25,7.26666666666667,27.4,20.6666666666667,1.78,31.65,16.765,NA,58.39,1.41,4.855,25.68,5.55,22.9666666666667,7.26666666666667,1.69917333333333,1.7849818832728,1.78,25,294.025280898876
"4359",2007,"October","30",6.15,6.1,7.35,7.35,16.95,15.6666666666667,1.17,31.0216666666667,17.015,NA,24.69,2.54,6.815,46.155,6.1,15.9833333333333,7.35,1.44218666666667,1.44271248224881,1.44714195944781,25,397.4938299899
"4360",2007,"October","32",7.35,6.91666666666667,7.45,7.46666666666667,11.1,12,0.95,29.6683333333333,17.0533333333333,NA,45.34,1.44,8.84,76.49,7,11.5333333333333,7.46666666666667,1.27842666666667,1.17514355489151,1.19986655154694,25,550.144513278549
"4361",2007,"October","34",9.7,7.83333333333333,7.25,7.3,28.5,15.3333333333333,0.94,28.0866666666667,17.0433333333333,NA,81.69,2.69,12.5,113.83,7.88333333333333,16.0833333333333,7.28333333333333,1.44586666666667,1.40431971177836,1.43424504963297,25,518.320306229102
"4362",2007,"October","36",7.2,7.63333333333333,7.5,7.6,8.8,9.66666666666667,1.1,28.52,17.14,NA,56.57,0.98,9.81,88.49,7.46666666666667,9.26666666666667,7.56666666666667,1.19501333333333,1.04528662191291,1.1,25,640.09696969697
"4363",2007,"November","3",3.8,3.93333333333333,9.1,9,9,10,1.13,5.21,15.9366666666667,NA,33.95,7.16,2.07,235.24,3.8,9.66666666666667,9.03333333333333,1.20973333333333,1.07271883208427,1.13,20,253.69203539823
"4364",2007,"November","6",4.7,5.36666666666667,8.7,8.66666666666667,11.4,12.3333333333333,1.39,12.09,15.7333333333333,NA,33.16,8.43,2.34,181.89,5,12.1333333333333,8.66666666666667,1.30050666666667,1.23307950780691,1.39,20,271.36690647482
"4365",2007,"November","9",2.2,2.46666666666667,7.9,7.86666666666667,9.1,8.33333333333333,0.94,20.2866666666667,15.2633333333333,NA,29.48,7.7,2.2,130.1,2.36666666666667,8.7,7.86666666666667,1.17416,1.00562616188322,0.94,20,189.937588652482
"4366",2007,"November","13",6.7,6.13333333333333,8,7.7,5.5,6,0.86,27.6233333333333,15.0733333333333,NA,24.47,3.21,1.8,81.95,6.3,5.83333333333333,7.8,1.06866666666667,0.787078874761971,0.86,20,552.641860465116
"4367",2007,"November","15",8.8,9.63333333333333,7.8,7.9,6.1,5,0.72,27.8033333333333,14.8766666666667,NA,21.7,2.97,1.76,73.59,9.36666666666667,5.36666666666667,7.86666666666667,1.05149333333333,0.74785980891839,0.72,20,981.418518518518
"4368",2007,"November","18",6.5,4.23333333333333,7.3,7.3,5.6,3.33333333333333,0.63,31.3366666666667,13.9766666666667,NA,22.16,4.48,2.34,46.13,5.03333333333333,4.2,7.3,1.00856,0.643521522453204,0.63,20,602.721693121693
"4369",2007,"November","21",5.8,4.86666666666667,7.1,7.2,7.4,6,0.78,30.7033333333333,14.33,NA,NA,NA,NA,NA,5.16666666666667,6.46666666666667,7.16666666666667,1.09197333333333,0.838413751030087,0.78,20,499.709401709402
"4370",2007,"November","22",NA,4.7,NA,7.1,NA,6.33333333333333,0.89,30.7366666666667,14.48,NA,23.46,5.6,2.59,51.2,4.7,6.33333333333333,7.1,1.08706666666667,0.827774206452775,0.89,20,398.391011235955
"4371",2007,"November","24",5.5,5,7,6.96666666666667,19.9,18,1.47,31.0233333333333,15.6166666666667,NA,26.2,6.09,3.73,39.65,5.16666666666667,18.3,6.96666666666667,1.52744,1.58633088345547,1.47,20,265.151927437642
"4372",2007,"November","27",4.2,4.73333333333333,7,6.9,19.4,20.6666666666667,1.63,31.28,15.58,NA,30.89,1.1,4.57,32.45,4.53333333333333,20.1333333333333,6.93333333333333,1.59490666666667,1.6819441690265,1.63,20,209.812678936605
"4373",2007,"November","30",5.6,6.1,7.2,7.3,12.5,12.6666666666667,1.37,30.61,15.7366666666667,NA,38.33,2.11,7.03,53.88,5.9,12.5,7.26666666666667,1.314,1.25579022825787,1.37,20,324.887591240876
"4374",2007,"November","32",10.6,9.8,7.6,7.66666666666667,11.4,10.6666666666667,1.28,29.2033333333333,15.8966666666667,NA,56.35,0.33,9.12,81.38,9.96666666666667,10.8,7.63333333333333,1.25144,1.14815368356638,1.28,20,587.410416666667
"4375",2007,"November","34",NA,10.7666666666667,NA,7.8,NA,16.3333333333333,NA,28.5866666666667,15.7733333333333,NA,NA,NA,NA,NA,10.7666666666667,16.3333333333333,7.8,1.45506666666667,1.4795380182357,1.4795380182357,20,548.980373145059
"4376",2007,"November","36",12.9,13.2333333333333,7.8,7.9,15.5,15,NA,27.02,15.7366666666667,NA,79.54,0.94,11.01,107.32,13.1,15.1666666666667,7.86666666666667,1.41213333333333,1.41382910693741,1.41382910693741,20,698.998199393944
"4377",2007,"December","3",2.2,2.46666666666667,9.9,9.86666666666667,35.8,44.6666666666667,2.75,8.89666666666667,10.4233333333333,NA,38.44,11.76,1.96,208.32,2.36666666666667,42.2666666666667,9.86666666666667,2.40941333333333,2.65001318435082,2.75,15,48.6930909090909
"4378",2007,"December","6",2.6,2.1,NA,8.96666666666667,32.4,39.6666666666667,2.34,16.5166666666667,11.3933333333333,NA,37.44,12.36,2.9,162.08,2.23333333333333,37.1333333333333,8.96666666666667,2.22050666666667,2.44780351565964,2.34,15,54.0008547008547
"4379",2007,"December","9",3.3,3.63333333333333,8.9,8.86666666666667,13,14.6666666666667,1.37,20.64,11.4,NA,33.22,10.19,2.71,123.93,3.53333333333333,14,8.86666666666667,1.3692,1.34613230652432,1.37,15,145.924087591241
"4380",2007,"December","13",5.3,5.63333333333333,8.3,8.23333333333333,12.9,15,1.17,29.26,11.5,NA,23.83,4.63,2.3,61.97,5.43333333333333,14.3,8.26666666666667,1.38024,1.36374211427063,1.17,15,262.750427350427
"4381",2007,"December","15",6,5.6,8.3,8.35,12.7,11.5,1.18,29.75,11.365,NA,22.88,4.61,2.28,58.51,5.95,12.85,8.3,1.32688,1.27722931707262,1.18,15,285.297457627119
"4382",2007,"December","18",5.7,4.73333333333333,7.8,7.8,18.8,20.3333333333333,1.34,32.24,11.1866666666667,NA,18.15,2.91,1.85,39.1,5.06666666666667,19.9333333333333,7.8,1.58754666666667,1.67168235346829,1.34,15,213.934328358209
"4383",2007,"December","21",5.4,4.73333333333333,8,8,14.6,13,1.14,31.2033333333333,11.4833333333333,NA,20.81,5.76,2.26,48.29,4.96666666666667,13.5333333333333,8,1.35202666666667,1.31844613310237,1.14,15,246.50350877193
"4384",2007,"December","22",NA,4.93333333333333,NA,8.1,NA,10,1.14,31.0466666666667,11.4633333333333,NA,NA,NA,NA,NA,4.93333333333333,10,8.1,1.222,1.09524495497424,1.14,15,244.849122807017
"4385",2007,"December","24",NA,5.56666666666667,8,8.1,42.4,41.3333333333333,2.66,30.61,11.75,NA,23.28,7.5,3.16,47.91,5.56666666666667,41.8,8.06666666666667,2.39224,2.63203901202307,2.66,15,118.406766917293
"4386",2007,"December","27",5.3,5.6,8,8,74.2,70,3.76,30.87,11.7366666666667,NA,35.83,0.86,4.45,48.37,5.5,71.4,8,3.48152,3.65450251571707,3.76,15,82.7632978723404
"4387",2007,"December","30",5.4,5.86666666666667,8.1,8.06666666666667,41.3,45,2.78,30.16,11.67,NA,49.17,1.22,6.5,62.59,5.7,44.1,8.06666666666667,2.47688,2.71989486248228,2.78,15,116.009352517986
"4388",2007,"December","32",6.7,6.76666666666667,8.1,8.1,44.1,52.6666666666667,3.2,28.6866666666667,11.3433333333333,NA,69.56,3.29,8.55,82.07,6.73333333333333,50.3666666666667,8.1,2.70749333333333,2.95069994686809,3.2,15,119.05375
"4389",2007,"December","34",7.9,8.4,NA,8.16666666666667,62.8,72.6666666666667,NA,26.9166666666667,10.4766666666667,NA,NA,NA,NA,NA,8.2,69.6,8.16666666666667,3.41528,3.5977478741967,3.5977478741967,15,128.957341154316
"4390",2007,"December","36",9.4,9.1,8,8.1,85.5,108,NA,26.21,10.7933333333333,NA,93.46,7.15,10.13,106.3,9.2,99.5,8.06666666666667,4.5156,4.47895614214152,4.47895614214152,15,116.218150720966
"4391",2008,"January","21",2.5,2.56666666666667,8.7,8.73333333333333,11.4,14.3333333333333,1.16,28.45,9.73,NA,27.5,8.49,2.84,65.09,2.53333333333333,13.1333333333333,8.73333333333333,1.33730666666667,1.29441970679039,1.16,15,123.565517241379
"4392",2008,"January","22",NA,2.76666666666667,NA,8.8,NA,13,1.22,28.25,9.73,NA,NA,NA,NA,NA,2.76666666666667,13,8.8,1.3324,1.28634817983412,1.22,15,128.309836065574
"4393",2008,"January","24",2.9,2.93333333333333,8.7,8.7,35.9,40.6666666666667,2.38,28.31,9.72,NA,28.7,8.5,2.98,66.4,2.93333333333333,38.6333333333333,8.7,2.27570666666667,2.5079511813919,2.38,15,69.7344537815126
"4394",2008,"January","27",4.4,3.53333333333333,8.8,8.8,29.5,28.6666666666667,1.91,29.38,9.61333333333333,NA,49.71,8.15,5.28,88.55,3.8,28.1666666666667,8.8,1.89053333333333,2.06632721075022,1.91,15,112.567539267016
"4395",2008,"January","30",3.3,3.4,8.7,8.7,54,46.3333333333333,2.39,28.8966666666667,9.64666666666667,NA,39.27,11.22,4.55,63.35,3.36666666666667,48.6666666666667,8.7,2.64493333333333,2.88924408483979,2.39,15,79.7012552301255
"4396",2008,"January","32",3.6,3.7,8.8,8.73333333333333,23.1,23.6666666666667,1.56,27.73,9.74333333333333,NA,47.32,10.15,5.22,68.72,3.63333333333333,25.0333333333333,8.76666666666667,1.77522666666667,1.9222205399385,1.56,15,131.778205128205
"4397",2008,"January","34",NA,3.86666666666667,NA,8.7,NA,39.6666666666667,1.88,27.0033333333333,9.74,NA,NA,NA,NA,NA,3.86666666666667,39.6666666666667,8.7,2.31373333333333,2.54886139513346,1.88,15,116.370212765957
"4398",2008,"January","36",4.3,4.53333333333333,8.5,8.5,36,36.3333333333333,2.27,25.62,9.76666666666667,NA,61.51,11.33,6.12,77.55,4.43333333333333,36,8.5,2.1788,2.40173282847115,2.27,15,110.501321585903
"4399",2008,"February","3",1.9,2.16666666666667,9.7,9.8,44,64.3333333333333,4.41,0.12,9.37333333333333,NA,46.96,9.01,2.41,294.97,2.06666666666667,57.3333333333333,9.76666666666667,2.96386666666667,3.19458810453767,4.41,20,35.3535903250189
"4400",2008,"February","6",1.4,1.86666666666667,10.1,10.1,94,87.3333333333333,5.89,0.13,8.95333333333333,NA,48.62,9.33,2.45,290.81,1.66666666666667,88.6666666666667,10.1,4.11693333333333,4.17338427645547,5.89,20,21.3469156762875
"4401",2008,"February","9",1.4,2.06666666666667,9.9,9.9,123.7,103,6.4,2.85333333333333,9.41333333333333,NA,49.08,11.09,2.78,246.13,1.83333333333333,109.9,9.9,4.89832,4.76039342653972,6.4,20,21.6104166666667
"4402",2008,"February","13",1.9,2.1,9.4,9.4,27.7,26.3333333333333,2.11,13.3233333333333,10.14,NA,39.06,10.22,2.72,179.58,2.03333333333333,26.5666666666667,9.4,1.83165333333333,1.9935626262247,2.11,20,72.6988941548183
"4403",2008,"February","15",2.3,2.03333333333333,9.5,9.4,20.3,21.6666666666667,1.71,13.4066666666667,10.2433333333333,NA,40.11,10.3,2.76,183.16,2.13333333333333,21.1,9.43333333333333,1.63048,1.73099736375742,1.71,20,94.1161793372319
"4404",2008,"February","18",2.4,2.4,8.8,8.9,14.2,13.3333333333333,1.11,25.4066666666667,10.8466666666667,NA,25.86,6.01,2.19,82.16,2.4,13.7333333333333,8.86666666666667,1.35938666666667,1.33035616233122,1.11,20,163.113513513513
"4405",2008,"February","21",4.36666666666667,3.37777777777778,8.93333333333333,9.02222222222222,13.1666666666667,11.7777777777778,1.19666666666667,24.3966666666667,10.7466666666667,NA,32.2766666666667,10.1633333333333,2.99,89.33,3.72222222222222,12.2777777777778,8.98888888888889,1.30582222222222,1.18134450613674,1.19666666666667,20,234.655524605385
"4406",2008,"February","22",NA,3.43333333333333,NA,9,NA,11,1.07333333333333,24.07,10.6622222222222,NA,NA,NA,NA,NA,3.43333333333333,11,9,1.2588,1.09759674646751,1.07333333333333,20,241.314285714286
"4407",2008,"February","24",3.26666666666667,3,8.96666666666667,8.91111111111111,10.7333333333333,10.4444444444444,1.12,25.0955555555556,10.6644444444444,NA,35.8766666666667,10.5333333333333,3.36666666666667,86.7766666666667,3.1,10.5777777777778,8.93333333333333,1.24326222222222,1.09182372690643,1.12,20,208.807142857143
"4408",2008,"February","27",3.4,3.18888888888889,9.16666666666667,9.06666666666667,5.4,12.1111111111111,1.17333333333333,25.2822222222222,10.7566666666667,NA,35.8966666666667,10.6733333333333,3.5,86.5333333333333,3.26666666666667,11.9777777777778,9.1,1.29478222222222,1.15642637596193,1.17333333333333,20,210.031818181818
"4409",2008,"February","30",4.5,4.13333333333333,9.13333333333333,9.17777777777778,12.6333333333333,11,1.13333333333333,24.4466666666667,10.86,NA,45.1766666666667,11.7066666666667,4.72666666666667,83.8333333333333,4.23333333333333,11.5444444444444,9.15555555555556,1.27883555555556,1.14998586856291,1.13333333333333,20,281.790588235294
"4410",2008,"February","32",5.06666666666667,4.71111111111111,9.3,9.21111111111111,13.2666666666667,14.7777777777778,0.94,23.3688888888889,11.1722222222222,NA,55.3466666666667,9.65333333333333,5.64,87.7066666666667,4.8,14.5333333333333,9.23333333333333,1.38882666666667,1.32449393877131,1.29424972495271,20,279.785263244488
"4411",2008,"February","34",NA,5.34444444444444,NA,8.92222222222222,NA,16.6666666666667,1.17,22.1511111111111,11.0433333333333,NA,NA,NA,NA,NA,5.34444444444444,16.6666666666667,8.92222222222222,1.46733333333333,1.46028422169977,1.46627452814277,20,274.972306447672
"4412",2008,"February","36",5.5,5.7,9.1,9.12222222222222,11.7,14.3333333333333,1.29,21.8244444444444,11.2555555555556,NA,69.3966666666667,9.23,6.6,95.9066666666667,5.52222222222222,13.6777777777778,9.12222222222222,1.35734222222222,1.3230408748312,1.35441232151101,20,307.584653379173
"4413",2008,"March","3",1.8,1.8,9.3,9.4,NA,52.6666666666667,2.85,0.15,13.3533333333333,NA,44.17,7.99,2.53,308.18,1.8,52.6666666666667,9.36666666666667,2.79213333333333,3.03258321255964,2.85,35,83.3810526315789
"4414",2008,"March","6",1.8,1.8,9.4,9.33333333333333,53.5,72,3.47,0.753333333333333,13.2166666666667,NA,43.71,7.71,2.44,297.97,1.8,65.5,9.36666666666667,3.2644,3.46630822970853,3.47,35,68.4829971181556
"4415",2008,"March","9",1.9,1.8,9.2,9.3,74.8,67,3.28,5.17333333333333,13.24,NA,42.58,9.07,2.47,260.2,1.83333333333333,69.6,9.26666666666667,3.41528,3.5977478741967,3.28,35,73.7916666666667
"4416",2008,"March","13",4.1,4.03333333333333,8.9,8.9,26.6,31.6666666666667,1.84,17.4233333333333,13.3633333333333,NA,31.73,5.65,2.41,149.97,4.03333333333333,29.8666666666667,8.9,1.95309333333333,2.14190765091877,1.84,35,289.391666666667
"4417",2008,"March","15",9.7,9,9.1,8.96666666666667,36.5,24.3333333333333,1.66,18.33,13.4766666666667,NA,29.17,3.19,2.19,142.32,8.96666666666667,28.5,9,1.9028,2.08128311330645,1.66,35,713.120080321285
"4418",2008,"March","18",5.1,5.46666666666667,8.5,8.5,22.1,24.6666666666667,1.19,27.5433333333333,12.3466666666667,NA,22.25,2.64,1.86,62.17,5.36666666666667,23.7,8.5,1.72616,1.85879714804518,1.19,35,595.38431372549
"4419",2008,"March","21",16.45,13.8,9.6,9.46666666666667,22.8,21.8333333333333,1.365,26.0166666666667,13.1983333333333,NA,19.335,5.74,2.175,50.26,14.5833333333333,22.1,9.51666666666667,1.66728,1.68363897603582,1.365,35,1410.47008547009
"4420",2008,"March","22",NA,7.45,NA,8.3,NA,17,1.215,26.6566666666667,12.785,NA,NA,NA,NA,NA,7.45,17,8.3,1.4796,1.46565839287038,1.215,35,809.505349794239
"4421",2008,"March","24",7.45,8.38333333333333,8.55,8.56666666666667,19.8,18.1666666666667,1.245,26.3566666666667,12.9016666666667,NA,25.615,4.66,2.41,63.575,8.1,18.7666666666667,8.56666666666667,1.54461333333333,1.54361488906013,1.245,35,858.925301204819
"4422",2008,"March","27",18.9,17.4,9.45,9.41666666666667,31.8,26.1666666666667,1.83,24.9283333333333,13.6666666666667,NA,17.7,3.465,2.62,49.035,17.9333333333333,28.9333333333333,9.4,1.91874666666667,2.00074451694416,1.83,35,1293.74790528233
"4423",2008,"March","30",27.3,26.2833333333333,9.4,9.33333333333333,33.55,30.8333333333333,2.25,23.4416666666667,14.1316666666667,NA,12.975,0.92,3.375,29.36,26.5333333333333,31.5166666666667,9.35,2.01381333333333,2.12168123615752,2.25,35,1556.85807407407
"4424",2008,"March","32",29.35,30.9666666666667,9.1,9.05,25.95,24.8333333333333,1.58,22.5933333333333,14.3866666666667,NA,14.76,0.685,4.165,26.37,30.3666666666667,25.3166666666667,9.06666666666667,1.78565333333333,1.89186693141178,1.9922291319341,35,2012.32241265406
"4425",2008,"March","34",NA,36.05,NA,8.7,NA,40.3333333333333,1.88,22.0366666666667,14.2633333333333,NA,NA,NA,NA,NA,36.05,40.3333333333333,8.7,2.33826666666667,2.5268758687721,2.51441973989264,35,1892.81086387081
"4426",2008,"March","36",38.15,40.7,8.75,8.75,33.25,34.8333333333333,2.38,21.52,14.4883333333333,NA,21.505,1.15,5.69,28.52,39.6833333333333,34.25,8.75,2.1144,2.32106629131798,2.47490741758076,35,2116.84430272055
"4427",2008,"April","21",30.55,28.85,10.05,10.1,12,7.33333333333333,0.93,28.4883333333333,14.1266666666667,NA,4.98,0.485,1.39,8.87,29.4833333333333,8.83333333333333,10.0833333333333,1.17906666666667,0.994454340335687,0.93,45,5381.18387096774
"4428",2008,"April","22",NA,19.9833333333333,NA,9.8,NA,7.16666666666667,1.075,28.95,13.4833333333333,NA,NA,NA,NA,NA,19.9833333333333,7.16666666666667,9.8,1.11773333333333,0.786733894880186,1.075,45,3155.32186046512
"4429",2008,"April","24",22.1,28.45,10.25,10.25,14.85,13.8333333333333,1.39,28.5516666666667,13.9283333333333,NA,1.44,0.36,1.155,4.07,29.2,14.95,10.25,1.40416,1.3893729130526,1.39,45,3565.76115107914
"4430",2008,"April","27",26.45,26.2,8.6,9.6,15.75,10.8333333333333,1.26,27.1366666666667,15.1183333333333,NA,0.01,0.39,2.015,0.69,26.3666666666667,12.5833333333333,9.6,1.31706666666667,1.22021811048742,1.26,45,3551.96666666667
"4431",2008,"April","30",16.2,31,9.25,9.21666666666667,20.3,21.6666666666667,1.795,26.2516666666667,15.84,NA,0.01,0.35,2.645,2.21,30.7333333333333,21.4333333333333,9.23333333333333,1.64274666666667,1.74577717888267,1.795,45,2906.22618384401
"4432",2008,"April","32",26.05,29.5333333333333,8.7,8.7,31.6,32.5,2.215,25.7883333333333,16.4516666666667,NA,0.01,0.345,3.175,5.775,28.3166666666667,32.0333333333333,8.7,2.03282666666667,2.20550502082769,2.215,45,2169.96433408578
"4433",2008,"April","34",NA,29.1166666666667,NA,8.2,NA,64.8333333333333,3.325,25.2016666666667,16.5666666666667,NA,NA,NA,NA,NA,29.1166666666667,64.8333333333333,8.2,3.23986666666667,3.44431170486686,3.325,45,1486.39488721804
"4434",2008,"April","36",25.55,26.0166666666667,7.6,7.6,32.9,46.1666666666667,2.495,24.2966666666667,16.7916666666667,NA,10.89,1.185,5.165,17.365,25.85,42.4666666666667,7.6,2.41677333333333,2.61206327175405,2.495,45,1758.62885771543
"4435",2008,"May","3",9.1,9.93333333333333,9,9.1,52.8,59.6666666666667,3.49,0.746666666666667,16.9633333333333,NA,35.81,4.58,1.84,245.04,9.7,57.2666666666667,9.06666666666667,2.96141333333333,3.19231051923688,3.49,50,524.189111747851
"4436",2008,"May","6",3.5,3.8,8.8,8.9,33,30,2.72,4.89666666666667,17.0533333333333,NA,38.33,5.97,2.26,221.15,3.7,31,8.86666666666667,1.9948,2.19137135152934,2.72,50,256.551470588235
"4437",2008,"May","9",2.8,2.9,8.4,8.4,41.3,42,2.51,12.49,15.6966666666667,NA,33.15,6.97,2.39,167.33,2.9,41.1,8.4,2.36648,2.604931444319,2.51,50,217.904382470119
"4438",2008,"May","13",6.2,5.46666666666667,8.1,8,23.6,21.3333333333333,1.87,22.3233333333333,15.28,NA,21.94,4.81,2.12,85.22,5.76666666666667,22.2,8.03333333333333,1.67096,1.78577046025413,1.87,50,581.600713012478
